Caso,Query_ID,Modelo,F1@10,Posicao,Doc_ID,Score,Relevancia,Texto
1,73,Vetorial,0.2666666666666666,6,1112,0.2123,0,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,Vetorial,0.2666666666666666,7,359,0.2115,0,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,Vetorial,0.2666666666666666,8,410,0.2075,0,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,Vetorial,0.2666666666666666,9,572,0.2048,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,Vetorial,0.2666666666666666,10,401,0.2005,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,1,332,33.101,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,2,541,29.1585,-1,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,3,573,23.425,3,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,4,401,23.4069,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,5,1296,22.1947,0,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,6,625,21.7891,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,7,577,18.2795,4,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,8,488,18.1599,0,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,9,574,17.9111,3,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
1,73,BM25,0.4666666666666667,10,572,17.26,2,"what role does the effect of chemical reaction (particularly when out of
equilibrium) play in the similitude laws governing hypersonic flows over
slender aerodynamic bodies ."
2,191,Vetorial,0.608695652173913,1,766,0.3194,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,2,856,0.3078,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,3,1008,0.2886,4,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,4,857,0.2689,2,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,5,859,0.2678,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,6,391,0.2674,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,7,858,0.2543,2,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,8,658,0.2539,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,9,627,0.2535,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,Vetorial,0.608695652173913,10,948,0.2534,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,1,766,20.1088,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,2,627,17.6241,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,3,827,17.5456,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,4,894,15.6371,-1,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,5,658,15.2425,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,6,15,14.7426,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,7,1392,14.4656,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,8,856,14.2631,3,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,9,541,14.0194,0,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,191,BM25,0.3478260869565217,10,1008,13.8297,4,"what is the criterion for true panel flutter,  as opposed to small
amplitude vibration arising from acoustic disturbances ."
2,77,Vetorial,0.5,1,1395,0.3207,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,2,667,0.3027,3,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,3,1264,0.2808,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,4,329,0.2723,4,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,5,134,0.2436,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,6,630,0.2272,-1,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,7,668,0.2252,2,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,8,1391,0.221,4,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,9,170,0.2113,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,Vetorial,0.5,10,504,0.2091,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,1,1395,26.002,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,2,667,22.5224,3,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,3,1264,22.0818,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,4,329,21.4363,4,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,5,630,20.4434,-1,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,6,170,17.8095,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,7,272,17.0952,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,8,347,17.0298,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,9,134,17.0111,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
2,77,BM25,0.25,10,572,16.2892,0,"how close is the comparison of the shock layer theory with existing
experiments in the low reynolds number (merged-layer) regime ."
3,13,Vetorial,0.0,1,496,0.5367,-1,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,2,643,0.2567,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,3,903,0.2243,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,4,199,0.2179,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,5,313,0.1697,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,6,660,0.1506,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,7,468,0.143,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,8,38,0.1407,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,9,1268,0.1406,0,what is the basic mechanism of the transonic aileron buzz .
3,13,Vetorial,0.0,10,801,0.1349,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,1,496,25.0828,-1,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,2,903,14.8264,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,3,520,11.934,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,4,313,10.5028,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,5,643,9.8389,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,6,38,9.5623,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,7,199,9.4746,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,8,440,9.3314,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,9,880,9.0294,0,what is the basic mechanism of the transonic aileron buzz .
3,13,BM25,0.0,10,415,7.6635,0,what is the basic mechanism of the transonic aileron buzz .
3,31,Vetorial,0.0,1,751,0.3934,-1,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,2,247,0.189,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,3,68,0.1814,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,4,916,0.1688,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,5,918,0.1625,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,6,1341,0.1593,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,7,1153,0.1532,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,8,1245,0.1523,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,9,749,0.1488,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,Vetorial,0.0,10,919,0.1479,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,1,751,27.3868,-1,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,2,1209,18.5067,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,3,1153,17.8802,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,4,1245,16.5397,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,5,228,15.6837,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,6,1082,15.6742,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,7,916,14.7852,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,8,247,14.5243,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,9,918,14.061,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
3,31,BM25,0.0,10,749,13.8938,0,"what size of end plate can be safely used to simulate two-dimensional
flow conditions over a bluff cylindrical body of finite aspect ratio ."
